AÑO JUDICIAL;"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";FUENTE LIBRO
1963;----;En el ejercicio de la acción real, es Juez competente el del lugar de la situación de la cosa, salvo que las partes hayan prorrogado la jurisdicción.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El mandato de pago, a que se contrae el acto de solvendo, debe ordenar, imprescindiblemente, el pago de las costas. El Art. 609 del C. de P.C. es un precepto referente a la forma en que el obligado cumple, de inmediato, el referido mandato.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;"El aforismo de derecho ""iura novit curia"", no exime al demandante de la obligación de expresar en su demanda, los fundamentos de hecho y de derecho, como lo exige el Art. 306 del C. de P.C. La omisión de la norma, acarrea la nulidad de los fallos, de todo lo actuado y la improcedencia de la demanda.";Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Las sentencias que dicten los jueces de las distintas jerarquías, deben ceñirse en su redacción a las reglas de forma y de orden que para su unidad establece el Artículo 1076 del C. de P.C.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;"La facultad de solicitar títulos supletorios, está reservada al propietario del inmueble que carece de títulos comprobativos de su dominio; y, en su caso para la formación de títulos supletorios de posesión.";Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Para ejercitar acción ante el Poder Judicial, a nombre de una persona extranjera, natural o jurídica, es imprescindible que conste claramente la facultad de entablar demandas nuevas. No es suficiente un poder general que omita la mencionada facultad.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La duda de la imparcialidad del magistrado judicial, aludida por las partes, no es suficiente para apartar al funcionario del conocimiento de las causas. El pedido de inhibición no es legal, pudiendo la parte que se cree afectada, formular recusación en forma;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Prevalece el embargo trabado antes de que se haya inscrito en el Registro de la Propiedad la transferencia de dominio del inmueble, sobre la que recayó aquella medida cautelar.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La intervención de un sólo perito no invalida la prueba pericial ofrecida y actuada sin oposición de parte, ya que el Juez apreciará el dictamen con sujeción a las reglas de la crítica.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Contra el auto que resuelve un recurso de reposición sólo procede la apelación en el efecto devolutivo y por lo mismo, no procede el recurso de nulidad. La facultad conferida en el art. 3 del C. de P.P. corresponde ejercitarla sólo al Juez.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;No puede ser inpugnada de diminuta la consignación verificada por el retrayente, para ejercer su derecho de sustitución, si en la escritura de venta no se ha determinado concretamente el valor del inmueble. Queda expedito el depósito del complemento del precio y los gastos cuando se hayan precisado.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Es nulo el fallo de vista, el apelado y todo lo actuado, en un juicio de interdicto de retener, cuando se ha verificado previamente al comparendo, una inspección ocular que es trámite extraño, como previo en este procedimiento.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La acción contradictoria, tiene como finalidad discutir con amplitud el derecho declarado o reconocido en sentencia recaida en juicio de tramitación menos lata. La prueba debe acreditar nuevos hechos que enerven los anteriores y desvirtúen sus efectos.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La comisión por exhorto no es la forma permitida por la ley, para solicitar antecedentes personales de un demandado.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Las obligaciones que contraen marido y mujer en condición de tales, juntos o separadamente, o en forma mancomunada o solidaria durante la vigencia de la sociedad conyugal, están subordinadas a la indivisivilidad de la unidad social que resulta del matrimonio, sin que ninguno de los cónyuges pueda renunciar a ella ni a sus efectos.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La aceptación de una letra de cambio mediante firma a ruego por la persona contra la que fué girada, presta mérito ejecutivo si esa aceptación rogada queda confirmada por documento posterior indubitable.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El vencimiento de la letra a cierto tiempo vista y el vencimiento de la misma a día fijo, son actos jurídicos diferentes y distintos. La aceptación a día fijo firmada por el aceptante no requiere necesariamente que se consigne la fecha de la aceptación, puesto que la falta de fecha en dicho caso presupone legalmente que la aceptación se ha efectuado el mismo día en que fué girada la letra.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Para que el protesto sea eficaz y preste mérito ejecutivo, se requiere que el acta contenga literalmente el texto de la letra misma, tal como lo exigen los arts. 491 de C.C. y el 592 del C. de P.C.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Tratándose de una obligación contraída por el marido a nombre de la sociedad conyugal y que ha sido ratificada por la mujer, no es necesario notificar con el auto de sclvendo a ambos conyuges, siendo suficiente emplazar al marido.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El protesto por falta de pago, para ser válido y despachar ejecución debe practicarse contra todos los deudores solidariamente responsables de la obligación.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El tiempo servido como suplente del Ministerio de Defensa, en los Tribunales Correccionales es de abono y, en consecuencia, da derecho a la expedición de Nueva Cédula de Jubilación.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La pensión de los cesantes se regula con arreglo al sueldo del último cargo desempeñado por más de dos años, sin que obste en contrario que el puesto en que se cesa sea de inferior categoría al anterior.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Para reclamar judicialmente contra los Concejos Municipales a fin de conseguir la supresión del cobro de impuesto a las fincas ruinosas, no es indispensable que se haya agotado la vía administrativa.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El endoso de una póliza de seguros de vida, verificado por el empleado después de dejar su colocación a favor de su beneficiario legal, no modificará el régimen de dicho seguro y por lo mismo está exonerado del pago del impuesto sucesorio.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Para promover acción judicial contra los Concejos Municipales, no es necesario agotar la vía administrativa.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Es ilegal el cobro de intereses por el pago del impuesto de derecho sucesorio.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El ex-empleado público que a la fecha de su deceso no se encuentra gozando de cédula, no tiene derecho adquirido que transmitir a sus deudos.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La amnistía concedida a los autores de delitos políticos sociales, no beneficia a quien estuvo separado del servicio por medida disciplinaria. El demandante carece de derecho para pretender que se le reconozca el tiempo que duró su separación y los derechos que acuerda la Ley 10220.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;La Ley 11891, sobre reconocimiento de nuevos servicios y renovación de Cédula no ha modificado la ley de 22 de Enero de 1850. En consecuencia la pensión debe regularse con arreglo al sueldo de la plaza servida por dos o más años;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Es nula la sentencia y el juicio oral si después de interrogar al acusado se leen de inmediato las cuestiones de hecho y la sentencia sin suspender el acto.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Es nula la sentencia y el juicio oral si las cuestiones de hecho son ambigüas y contradictorias y si algunas de ellas no son tomadas en cuenta en el fallo.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Es nula la sentencia y el juicio oral si no se formula y vota como cuestión de hecho la responsabilidad restringida del acusado.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;Formulada acusación debe señalarse día y hora para la audiencia. Si el Tribunal considera que se trata de falta y que ha operado la prescripción, debe resolverlo así en la sentencia y no con anterioridad al juicio oral.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;"El delito de amenaza está sometido al procedimiento de oficio. La expresión ""querella"" del art. 244 del C. de P.P. equivale a la denuncia formulada por el agraviado.";Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El defensor de ausente está obligado a presentar conclusiones escritas. Es nula la sentencia y juicio oral realizado con dicha omisión.;Anales Judiciales de la Corte Suprema de Justicia 1963
1963;----;El exámen de los peritos es obligatorio para el Juez. Sin la constatación del evento criminoso, no cabe dictar fallo condenatorio. Es nula la sentencia y el juicio oral que infringen estos principios.;Anales Judiciales de la Corte Suprema de Justicia 1963
